client_id,возраст,доход,образование,семейное_положение,месяцев_на_обслуживании,кредитный_лимит
506,21,46103,Магистратура,Женат/Замужем,69,18000
507,23,16888,Высшее,Холост/Не замужем,80,6000
508,62,65302,Среднее специальное,Холост/Не замужем,15,35000
509,49,61574,Среднее,Женат/Замужем,42,33000
510,69,54676,Среднее специальное,Разведён/Разведена,110,16000
511,47,56348,Высшее,Женат/Замужем,34,21000
512,64,92099,Магистратура,Женат/Замужем,48,45000
513,52,65581,Среднее специальное,Разведён/Разведена,83,42000
514,72,86963,Высшее,Холост/Не замужем,8,36000
515,57,24413,Магистратура,Женат/Замужем,111,12000
516,69,94169,Высшее,Женат/Замужем,10,54000
517,33,39208,Высшее,Женат/Замужем,5,29000
518,30,28069,Магистратура,Холост/Не замужем,116,12000
519,67,66580,Среднее специальное,Женат/Замужем,48,24000
520,59,40524,Среднее специальное,Женат/Замужем,117,22000
521,47,68919,Среднее,Холост/Не замужем,26,46000
522,36,39369,Аспирантура,Женат/Замужем,86,13000
523,34,31720,Магистратура,Холост/Не замужем,108,16000
524,73,71479,Магистратура,Разведён/Разведена,23,22000
525,36,61170,Среднее,Женат/Замужем,62,19000
526,45,53571,Высшее,Разведён/Разведена,13,29000
527,72,52054,Среднее специальное,Женат/Замужем,9,23000
528,43,56974,Среднее,Холост/Не замужем,113,41000
529,54,44865,Высшее,Холост/Не замужем,20,26000
530,43,17658,Аспирантура,Холост/Не замужем,92,9000
531,70,94040,Магистратура,Холост/Не замужем,108,47000
532,40,54458,Высшее,Женат/Замужем,57,29000
533,26,35225,Среднее,Холост/Не замужем,101,11000
534,29,33615,Среднее специальное,Женат/Замужем,24,25000
535,70,92556,Высшее,Женат/Замужем,108,73000
536,18,76307,Магистратура,Женат/Замужем,33,29000
537,18,36731,Магистратура,Женат/Замужем,20,13000
538,64,51355,Высшее,Женат/Замужем,60,19000
539,51,54083,Высшее,Вдовец/Вдова,48,34000
540,49,61258,Среднее,Холост/Не замужем,64,38000
541,71,37157,Среднее специальное,Женат/Замужем,30,26000
542,65,72617,Высшее,Женат/Замужем,108,49000
543,42,55746,Среднее специальное,Женат/Замужем,73,29000
544,57,81095,Высшее,Женат/Замужем,109,49000
545,62,83531,Магистратура,Женат/Замужем,113,53000
546,70,73267,Высшее,Женат/Замужем,17,40000
547,18,52719,Среднее,Женат/Замужем,100,28000
548,33,72535,Среднее специальное,Вдовец/Вдова,14,45000
549,56,60819,Высшее,Разведён/Разведена,19,35000
550,22,39472,Высшее,Холост/Не замужем,71,24000
551,39,20290,Высшее,Холост/Не замужем,59,12000
552,46,30635,Высшее,Разведён/Разведена,67,20000
553,72,60627,Высшее,Вдовец/Вдова,97,37000
554,20,24945,Магистратура,Холост/Не замужем,44,13000
555,29,22358,Высшее,Женат/Замужем,32,14000
556,43,49460,Магистратура,Разведён/Разведена,111,25000
557,33,35794,Высшее,Женат/Замужем,11,15000
558,68,86063,Среднее,Холост/Не замужем,106,25000
559,54,51678,Высшее,Женат/Замужем,2,29000
560,39,15000,Высшее,Разведён/Разведена,90,8000
561,74,76686,Магистратура,Разведён/Разведена,68,60000
562,46,52187,Высшее,Женат/Замужем,17,25000
563,31,27469,Магистратура,Женат/Замужем,81,13000
564,45,53024,Магистратура,Холост/Не замужем,92,21000
565,22,17071,Высшее,Разведён/Разведена,94,5000
566,64,71747,Высшее,Холост/Не замужем,40,49000
567,66,107893,Высшее,Разведён/Разведена,87,45000
568,47,26115,Аспирантура,Женат/Замужем,46,15000
569,63,58256,Магистратура,Разведён/Разведена,88,37000
570,69,60652,Среднее специальное,Холост/Не замужем,93,32000
571,22,26701,Магистратура,Женат/Замужем,4,19000
572,29,54098,Среднее специальное,Холост/Не замужем,38,28000
573,33,50142,Высшее,Женат/Замужем,63,22000
574,43,62731,Среднее специальное,Разведён/Разведена,29,46000
575,43,50457,Высшее,Женат/Замужем,19,36000
576,65,47768,Магистратура,Женат/Замужем,91,18000
577,38,29279,Среднее специальное,Холост/Не замужем,29,9000
578,56,71593,Среднее,Разведён/Разведена,120,24000
579,53,60562,Среднее специальное,Женат/Замужем,100,26000
580,50,74503,Высшее,Женат/Замужем,35,58000
581,47,57598,Высшее,Женат/Замужем,116,33000
582,54,41054,Среднее специальное,Женат/Замужем,70,19000
583,40,39771,Среднее специальное,Женат/Замужем,23,29000
584,27,45672,Высшее,Женат/Замужем,103,24000
585,71,83054,Среднее специальное,Женат/Замужем,46,38000
586,22,46026,Высшее,Разведён/Разведена,44,35000
587,53,42272,Среднее,Разведён/Разведена,48,30000
588,51,38384,Высшее,Холост/Не замужем,52,27000
589,69,67952,Среднее специальное,Женат/Замужем,8,37000
590,48,75601,Высшее,Холост/Не замужем,55,52000
591,27,26791,Среднее специальное,Холост/Не замужем,66,10000
592,36,51224,Высшее,Женат/Замужем,77,30000
593,49,61625,Магистратура,Разведён/Разведена,40,48000
594,18,41411,Магистратура,Холост/Не замужем,85,18000
595,73,98966,Высшее,Женат/Замужем,31,68000
596,22,56628,Высшее,Разведён/Разведена,116,30000
597,62,56280,Магистратура,Разведён/Разведена,48,18000
598,21,15000,Высшее,Женат/Замужем,100,10000
599,33,31822,Среднее специальное,Женат/Замужем,61,12000
600,41,49535,Магистратура,Женат/Замужем,112,30000
601,33,36575,Высшее,Холост/Не замужем,52,12000
602,72,102718,Среднее специальное,Холост/Не замужем,38,79000
603,19,31081,Среднее специальное,Холост/Не замужем,91,13000
604,66,78205,Среднее специальное,Женат/Замужем,36,32000
605,45,54858,Высшее,Разведён/Разведена,112,19000
606,49,49600,Среднее специальное,Женат/Замужем,87,38000
607,44,21927,Среднее специальное,Женат/Замужем,55,14000
608,37,44020,Среднее специальное,Женат/Замужем,85,29000
609,41,97219,Высшее,Холост/Не замужем,13,53000
610,29,20133,Высшее,Женат/Замужем,37,10000
611,67,41976,Высшее,Разведён/Разведена,47,14000
612,52,86245,Среднее,Холост/Не замужем,90,50000
613,50,66731,Среднее специальное,Холост/Не замужем,104,28000
614,50,58411,Магистратура,Женат/Замужем,71,46000
